0.495	0.1106670232
0.485	0.1562068361
0.475	0.184356547
0.465	0.2037811286
0.455	0.217934441
0.445	0.2285981914
0.435	0.2368182354
0.425	0.2432585216
0.415	0.2483636449
0.405	0.2524432121
0.395	0.2557194637
0.385	0.2583558596
0.375	0.2604750649
0.365	0.2621707
0.355	0.2635152551
0.345	0.2645655599
0.335	0.265366647
0.325	0.2659545337
0.315	0.2663582564
0.305	0.2666013823
0.295	0.2667031457
0.285	0.2666793129
0.275	0.2665428464
0.265	0.2663044208
0.255	0.2659728251
0.245	0.2655552796
0.235	0.2650576867
0.225	0.2644848292
0.215	0.2638405289
0.205	0.2631277711
0.195	0.2623488042
0.185	0.2615052164
0.175	0.2605979949
0.165	0.2596275684
0.155	0.2585938365
0.145	0.2574961851
0.135	0.2563334901
0.125	0.2551041065
0.115	0.2538058444
0.105	0.2524359274
0.095	0.2509909303
0.085	0.2494666897
0.075	0.2478581764
0.065	0.2461593124
0.055	0.2443627008
0.045	0.2424592108
0.035	0.2404372941
0.025	0.2382817464
0.015	0.2359710867
0.005	0.2334702081
