0.0	0.542101510412
0.025	0.562228965577
0.05	0.580767270794
0.075	0.597540503834
0.1	0.612409141695
0.125	0.62598588774
0.15	0.638549660336
0.175	0.650239173034
0.2	0.661165318153
0.225	0.671419896981
0.25	0.681075838923
0.275	0.690191796789
0.3	0.698816446581
0.325	0.706991096776
0.35	0.714751243044
0.375	0.722127667396
0.4	0.729147298442
0.425	0.735833900858
0.45	0.742208617124
0.475	0.74829039162
0.5	0.754096308265
0.525	0.759641858947
0.55	0.764941164767
0.575	0.770007157442
0.6	0.774851730723
0.625	0.779485865835
0.65	0.783919739281
0.675	0.788162811699
0.7	0.792223905376
0.725	0.79611126996
0.75	0.799832638156
0.775	0.803395275834
0.8	0.806806023251
0.825	0.810071333599
0.85	0.813197304356
0.875	0.816189707502
0.9	0.81905401327
0.925	0.821795414021
0.95	0.824418844553
0.975	0.826928999044
1.0	0.829330348583
