50
0.495	0.21965457
0.485	0.319951279
0.475	0.3889010463
0.465	0.441907407
0.455	0.485049932
0.445	0.521503112
0.435	0.5531771367
0.425	0.5813235475
0.415	0.6068109864
0.405	0.6302688913
0.395	0.6521697021
0.385	0.6728792318
0.375	0.6926892461
0.365	0.7118395306
0.355	0.7305335012
0.345	0.7489497685
0.335	0.7672511795
0.325	0.7855923806
0.315	0.8041267004
0.305	0.8230130658
0.295	0.8424237367
0.285	0.8625538974
0.275	0.8836347306
0.265	0.9059528298
0.255	0.9298815125
0.245	0.9559360449
0.235	0.9848820753
0.225	1.01798134
0.215	1.057680711
0.205	1.110416207
0.195	1.216066075
0.185	1.221050984
0.175	1.23398402
0.165	1.24709212
0.155	1.258771842
0.145	1.268694812
0.135	1.276849952
0.125	1.283308475
0.115	1.288155203
0.105	1.291466976
0.095	1.293306306
0.085	1.293720344
0.075	1.292741735
0.065	1.290390101
0.055	1.286673678
0.045	1.281590873
0.035	1.275131456
0.025	1.267276739
0.015	1.257996857
0.005	1.24723788
CL:1
CMle:-0.5554859982
CDi:0.08147968038
