50
0.495	-0.165260499
0.485	-0.2330055188
0.475	-0.2737700529
0.465	-0.3002817279
0.455	-0.3176860597
0.445	-0.3287152146
0.435	-0.3350292721
0.425	-0.3377186066
0.415	-0.3375356206
0.405	-0.335016768
0.395	-0.330552819
0.385	-0.3244319407
0.375	-0.3168673146
0.365	-0.3080153839
0.355	-0.2979881097
0.345	-0.2868611932
0.335	-0.2746794185
0.325	-0.2614597859
0.315	-0.2471927739
0.305	-0.2318417979
0.295	-0.2153406604
0.285	-0.1975884171
0.275	-0.1784404822
0.265	-0.1576936603
0.255	-0.1350604084
0.245	-0.1101220404
0.235	-0.08223571961
0.225	-0.05032326177
0.215	-0.01228115836
0.205	0.0373990873
0.195	0.1322363038
0.185	0.1440378429
0.175	0.1612907243
0.165	0.1782388606
0.155	0.1938051832
0.145	0.2078432078
0.135	0.2204189938
0.125	0.2316420194
0.115	0.241619108
0.105	0.2504418168
0.095	0.2581839505
0.085	0.2649021552
0.075	0.2706372501
0.065	0.275415456
0.055	0.2792491643
0.045	0.2821369708
0.035	0.2840625204
0.025	0.2849910839
0.015	0.2848607283
0.005	0.2835554023
CL:-7.713387221e-13
CMle:0.04250323148
CDi:0.00653466824
