500
0.4995	0.096411
0.4985	0.142803
0.4975	0.176264
0.4965	0.203064
0.4955	0.225592
0.4945	0.245066
0.4935	0.262209
0.4925	0.277496
0.4915	0.29126
0.4905	0.303748
0.4895	0.315146
0.4885	0.325603
0.4875	0.335238
0.4865	0.344149
0.4855	0.352415
0.4845	0.360107
0.4835	0.367283
0.4825	0.373992
0.4815	0.380279
0.4805	0.38618
0.4795	0.391731
0.4785	0.39696
0.4775	0.401893
0.4765	0.406554
0.4755	0.410964
0.4745	0.415141
0.4735	0.419103
0.4725	0.422865
0.4715	0.426441
0.4705	0.429844
0.4695	0.433084
0.4685	0.436173
0.4675	0.439121
0.4665	0.441936
0.4655	0.444626
0.4645	0.447199
0.4635	0.449662
0.4625	0.452021
0.4615	0.454283
0.4605	0.456452
0.4595	0.458534
0.4585	0.460534
0.4575	0.462456
0.4565	0.464304
0.4555	0.466082
0.4545	0.467794
0.4535	0.469442
0.4525	0.471031
0.4515	0.472563
0.4505	0.474041
0.4495	0.475468
0.4485	0.476845
0.4475	0.478175
0.4465	0.479461
0.4455	0.480704
0.4445	0.481907
0.4435	0.483071
0.4425	0.484197
0.4415	0.485289
0.4405	0.486346
0.4395	0.48737
0.4385	0.488363
0.4375	0.489327
0.4365	0.490262
0.4355	0.491169
0.4345	0.49205
0.4335	0.492905
0.4325	0.493737
0.4315	0.494544
0.4305	0.49533
0.4295	0.496093
0.4285	0.496836
0.4275	0.497559
0.4265	0.498263
0.4255	0.498948
0.4245	0.499615
0.4235	0.500264
0.4225	0.500897
0.4215	0.501514
0.4205	0.502116
0.4195	0.502702
0.4185	0.503275
0.4175	0.503833
0.4165	0.504377
0.4155	0.504909
0.4145	0.505428
0.4135	0.505935
0.4125	0.50643
0.4115	0.506913
0.4105	0.507386
0.4095	0.507847
0.4085	0.508299
0.4075	0.50874
0.4065	0.509172
0.4055	0.509594
0.4045	0.510007
0.4035	0.510411
0.4025	0.510807
0.4015	0.511194
0.4005	0.511573
0.3995	0.511944
0.3985	0.512308
0.3975	0.512664
0.3965	0.513013
0.3955	0.513355
0.3945	0.51369
0.3935	0.514018
0.3925	0.51434
0.3915	0.514656
0.3905	0.514966
0.3895	0.515269
0.3885	0.515567
0.3875	0.51586
0.3865	0.516147
0.3855	0.516428
0.3845	0.516704
0.3835	0.516976
0.3825	0.517242
0.3815	0.517504
0.3805	0.51776
0.3795	0.518013
0.3785	0.51826
0.3775	0.518504
0.3765	0.518743
0.3755	0.518978
0.3745	0.519209
0.3735	0.519437
0.3725	0.51966
0.3715	0.519879
0.3705	0.520095
0.3695	0.520308
0.3685	0.520516
0.3675	0.520722
0.3665	0.520924
0.3655	0.521123
0.3645	0.521318
0.3635	0.521511
0.3625	0.5217
0.3615	0.521887
0.3605	0.522071
0.3595	0.522251
0.3585	0.522429
0.3575	0.522604
0.3565	0.522777
0.3555	0.522947
0.3545	0.523114
0.3535	0.523279
0.3525	0.523442
0.3515	0.523602
0.3505	0.523759
0.3495	0.523915
0.3485	0.524068
0.3475	0.524219
0.3465	0.524368
0.3455	0.524514
0.3445	0.524659
0.3435	0.524801
0.3425	0.524942
0.3415	0.52508
0.3405	0.525217
0.3395	0.525352
0.3385	0.525485
0.3375	0.525616
0.3365	0.525745
0.3355	0.525873
0.3345	0.525999
0.3335	0.526123
0.3325	0.526245
0.3315	0.526366
0.3305	0.526486
0.3295	0.526604
0.3285	0.52672
0.3275	0.526835
0.3265	0.526948
0.3255	0.52706
0.3245	0.52717
0.3235	0.527279
0.3225	0.527387
0.3215	0.527493
0.3205	0.527598
0.3195	0.527702
0.3185	0.527804
0.3175	0.527905
0.3165	0.528005
0.3155	0.528104
0.3145	0.528201
0.3135	0.528297
0.3125	0.528392
0.3115	0.528486
0.3105	0.528579
0.3095	0.528671
0.3085	0.528762
0.3075	0.528851
0.3065	0.52894
0.3055	0.529027
0.3045	0.529114
0.3035	0.529199
0.3025	0.529284
0.3015	0.529367
0.3005	0.52945
0.2995	0.529532
0.2985	0.529612
0.2975	0.529692
0.2965	0.529771
0.2955	0.529849
0.2945	0.529926
0.2935	0.530002
0.2925	0.530078
0.2915	0.530153
0.2905	0.530226
0.2895	0.530299
0.2885	0.530372
0.2875	0.530443
0.2865	0.530514
0.2855	0.530584
0.2845	0.530653
0.2835	0.530721
0.2825	0.530789
0.2815	0.530856
0.2805	0.530922
0.2795	0.530987
0.2785	0.531052
0.2775	0.531116
0.2765	0.53118
0.2755	0.531243
0.2745	0.531305
0.2735	0.531367
0.2725	0.531427
0.2715	0.531488
0.2705	0.531547
0.2695	0.531606
0.2685	0.531665
0.2675	0.531723
0.2665	0.53178
0.2655	0.531837
0.2645	0.531893
0.2635	0.531948
0.2625	0.532003
0.2615	0.532058
0.2605	0.532112
0.2595	0.532165
0.2585	0.532218
0.2575	0.53227
0.2565	0.532322
0.2555	0.532373
0.2545	0.532424
0.2535	0.532475
0.2525	0.532524
0.2515	0.532574
0.2505	0.532623
0.2495	0.532671
0.2485	0.532719
0.2475	0.532766
0.2465	0.532813
0.2455	0.53286
0.2445	0.532906
0.2435	0.532951
0.2425	0.532997
0.2415	0.533042
0.2405	0.533086
0.2395	0.53313
0.2385	0.533173
0.2375	0.533216
0.2365	0.533259
0.2355	0.533301
0.2345	0.533343
0.2335	0.533385
0.2325	0.533426
0.2315	0.533467
0.2305	0.533507
0.2295	0.533547
0.2285	0.533587
0.2275	0.533626
0.2265	0.533665
0.2255	0.533703
0.2245	0.533742
0.2235	0.533779
0.2225	0.533817
0.2215	0.533854
0.2205	0.533891
0.2195	0.533927
0.2185	0.533963
0.2175	0.533999
0.2165	0.534035
0.2155	0.53407
0.2145	0.534105
0.2135	0.534139
0.2125	0.534173
0.2115	0.534207
0.2105	0.534241
0.2095	0.534274
0.2085	0.534307
0.2075	0.53434
0.2065	0.534372
0.2055	0.534404
0.2045	0.534436
0.2035	0.534467
0.2025	0.534499
0.2015	0.53453
0.2005	0.53456
0.1995	0.534591
0.1985	0.534621
0.1975	0.534651
0.1965	0.53468
0.1955	0.534709
0.1945	0.534738
0.1935	0.534767
0.1925	0.534796
0.1915	0.534824
0.1905	0.534852
0.1895	0.53488
0.1885	0.534907
0.1875	0.534935
0.1865	0.534962
0.1855	0.534988
0.1845	0.535015
0.1835	0.535041
0.1825	0.535067
0.1815	0.535093
0.1805	0.535119
0.1795	0.535144
0.1785	0.535169
0.1775	0.535194
0.1765	0.535219
0.1755	0.535243
0.1745	0.535267
0.1735	0.535291
0.1725	0.535315
0.1715	0.535339
0.1705	0.535362
0.1695	0.535385
0.1685	0.535408
0.1675	0.535431
0.1665	0.535453
0.1655	0.535476
0.1645	0.535498
0.1635	0.53552
0.1625	0.535541
0.1615	0.535563
0.1605	0.535584
0.1595	0.535605
0.1585	0.535626
0.1575	0.535647
0.1565	0.535668
0.1555	0.535688
0.1545	0.535708
0.1535	0.535728
0.1525	0.535748
0.1515	0.535767
0.1505	0.535787
0.1495	0.535806
0.1485	0.535825
0.1475	0.535844
0.1465	0.535863
0.1455	0.535881
0.1445	0.5359
0.1435	0.535918
0.1425	0.535936
0.1415	0.535954
0.1405	0.535971
0.1395	0.535989
0.1385	0.536006
0.1375	0.536023
0.1365	0.53604
0.1355	0.536057
0.1345	0.536074
